StartTime(UTC),EndTime(UTC),Type,Severity
2018-06-21 17:30:00,2018-06-21 18:00:00,Rain,Moderate
2018-06-22 04:00:00,2018-06-22 04:30:00,Rain,Light
2018-06-22 06:00:00,2018-06-22 07:30:00,Rain,Light
2018-06-22 07:30:00,2018-06-22 08:15:00,Rain,Moderate
2018-06-22 08:15:00,2018-06-22 14:45:00,Rain,Light
2018-06-22 14:45:00,2018-06-22 14:45:00,Rain,Moderate
2018-06-22 15:00:00,2018-06-22 15:15:00,Rain,Heavy
2018-06-22 15:15:00,2018-06-22 16:30:00,Rain,Moderate
2018-06-22 16:30:00,2018-06-22 20:00:00,Rain,Light
2018-06-23 04:30:00,2018-06-23 05:00:00,Rain,Light
2018-06-23 06:00:00,2018-06-23 07:45:00,Rain,Light
2018-06-26 13:45:00,2018-06-26 14:15:00,Rain,Light
2018-06-26 15:00:00,2018-06-26 15:45:00,Rain,Light
2018-06-27 01:00:00,2018-06-27 01:30:00,Rain,Light
2018-06-27 01:30:00,2018-06-27 01:45:00,Rain,Moderate
2018-06-27 01:45:00,2018-06-27 02:00:00,Rain,Heavy
2018-06-27 04:00:00,2018-06-27 06:00:00,Rain,Light
2018-06-27 07:30:00,2018-06-27 09:00:00,Rain,Light
2018-06-27 09:30:00,2018-06-27 10:15:00,Rain,Light
2018-07-01 22:30:00,2018-07-01 23:00:00,Rain,Light
2018-07-01 23:15:00,2018-07-02 00:00:00,Rain,Light
2018-07-02 01:00:00,2018-07-02 02:00:00,Rain,Light
2018-07-04 18:00:00,2018-07-04 18:15:00,Rain,Light
2018-07-05 01:00:00,2018-07-05 01:15:00,Rain,Light
2018-07-05 02:15:00,2018-07-05 07:00:00,Rain,Light
2018-07-05 20:00:00,2018-07-05 20:30:00,Rain,Light
2018-07-05 20:30:00,2018-07-05 21:00:00,Rain,Heavy
2018-07-06 00:00:00,2018-07-06 01:00:00,Rain,Light
2018-07-14 11:00:00,2018-07-14 12:00:00,Rain,Light
2018-07-14 13:00:00,2018-07-14 16:00:00,Rain,Light
2018-07-14 18:00:00,2018-07-14 20:00:00,Rain,Light
2018-07-16 20:15:00,2018-07-16 20:45:00,Rain,Light
2018-07-16 20:45:00,2018-07-16 21:30:00,Rain,Moderate
2018-07-20 17:00:00,2018-07-20 18:45:00,Rain,Light
2018-07-20 19:00:00,2018-07-20 19:45:00,Rain,Light
2018-07-20 20:00:00,2018-07-20 21:00:00,Rain,Light
2018-07-20 21:15:00,2018-07-20 22:00:00,Rain,Moderate
2018-07-20 23:45:00,2018-07-21 00:00:00,Rain,Light
2018-07-21 00:00:00,2018-07-21 01:00:00,Rain,Moderate
2018-07-21 02:45:00,2018-07-21 03:00:00,Rain,Light
2018-07-21 03:15:00,2018-07-21 04:00:00,Rain,Light
2018-07-21 05:00:00,2018-07-21 07:00:00,Rain,Light
2018-07-21 14:30:00,2018-07-21 15:00:00,Rain,Light
2018-07-21 22:00:00,2018-07-21 22:30:00,Rain,Light
2018-07-22 04:00:00,2018-07-22 05:00:00,Rain,Light
2018-07-22 07:00:00,2018-07-22 09:00:00,Rain,Light
2018-07-22 16:15:00,2018-07-22 17:00:00,Rain,Light
2018-07-22 17:00:00,2018-07-22 17:15:00,Rain,Moderate
2018-07-31 23:00:00,2018-08-01 00:00:00,Rain,Light
2018-08-01 21:00:00,2018-08-01 21:30:00,Rain,Light
2018-08-01 23:00:00,2018-08-02 00:00:00,Rain,Light
2018-08-06 04:30:00,2018-08-06 05:00:00,Rain,Light
2018-08-06 16:00:00,2018-08-06 17:00:00,Rain,Light
2018-08-06 22:30:00,2018-08-06 23:00:00,Rain,Light
2018-08-07 20:00:00,2018-08-07 21:15:00,Rain,Light
2018-08-07 22:30:00,2018-08-07 23:00:00,Rain,Light
2018-08-08 12:00:00,2018-08-08 12:15:00,Rain,Light
2018-08-10 02:00:00,2018-08-10 04:00:00,Rain,Light
2018-08-15 20:00:00,2018-08-15 20:30:00,Rain,Light
2018-08-15 23:30:00,2018-08-16 00:00:00,Rain,Light
2018-08-16 00:00:00,2018-08-16 02:00:00,Rain,Moderate
2018-08-17 06:30:00,2018-08-17 07:30:00,Rain,Light
2018-08-17 07:30:00,2018-08-17 08:00:00,Rain,Moderate
2018-08-17 23:00:00,2018-08-17 23:30:00,Rain,Light
2018-08-20 18:00:00,2018-08-20 18:30:00,Rain,Light
2018-08-20 18:30:00,2018-08-20 19:45:00,Rain,Moderate
2018-08-21 00:45:00,2018-08-21 03:15:00,Rain,Light
2018-08-21 05:00:00,2018-08-21 06:00:00,Rain,Light
2018-08-21 09:00:00,2018-08-21 10:00:00,Rain,Light
2018-08-21 15:30:00,2018-08-21 17:00:00,Rain,Light
2018-08-24 16:00:00,2018-08-24 19:00:00,Rain,Light
2018-08-25 00:45:00,2018-08-25 02:00:00,Rain,Light
2018-08-25 03:00:00,2018-08-25 07:00:00,Rain,Light
2018-08-25 08:45:00,2018-08-25 09:30:00,Rain,Light
2018-08-25 09:45:00,2018-08-25 10:00:00,Rain,Light
2018-08-25 10:30:00,2018-08-25 11:15:00,Rain,Light
2018-08-28 13:45:00,2018-08-28 16:00:00,Rain,Light
2018-08-28 23:30:00,2018-08-29 00:00:00,Rain,Light
2018-08-29 04:00:00,2018-08-29 04:15:00,Rain,Light
2018-08-29 04:15:00,2018-08-29 04:30:00,Rain,Moderate
2018-08-29 04:30:00,2018-08-29 06:00:00,Rain,Heavy
2018-08-29 06:00:00,2018-08-29 06:30:00,Rain,Light
2018-08-29 06:30:00,2018-08-29 07:15:00,Rain,Moderate
2018-08-29 07:15:00,2018-08-29 08:00:00,Rain,Light
2018-08-29 09:00:00,2018-08-29 10:00:00,Rain,Light
2018-08-29 10:00:00,2018-08-29 11:00:00,Rain,Moderate
2018-08-29 11:00:00,2018-08-29 11:45:00,Rain,Light
2018-08-29 12:15:00,2018-08-29 13:30:00,Rain,Light
2018-08-29 17:45:00,2018-08-29 20:00:00,Rain,Light
2018-09-01 01:45:00,2018-09-01 02:00:00,Rain,Light
2018-09-01 14:15:00,2018-09-01 14:45:00,Rain,Light
2018-09-01 15:00:00,2018-09-01 17:45:00,Rain,Light
2018-09-01 19:00:00,2018-09-01 20:00:00,Rain,Light
2018-09-02 02:30:00,2018-09-02 03:00:00,Rain,Light
2018-09-03 08:00:00,2018-09-03 09:00:00,Rain,Light
2018-09-03 18:30:00,2018-09-03 19:00:00,Rain,Light
2018-09-03 19:45:00,2018-09-03 21:15:00,Rain,Light
2018-09-03 22:00:00,2018-09-03 22:45:00,Rain,Light
2018-09-03 22:45:00,2018-09-03 23:15:00,Rain,Heavy
2018-09-03 23:15:00,2018-09-03 23:45:00,Rain,Light
2018-09-04 00:15:00,2018-09-04 01:00:00,Rain,Light
2018-09-04 01:00:00,2018-09-04 01:15:00,Rain,Moderate
2018-09-06 01:30:00,2018-09-06 03:00:00,Rain,Light
2018-09-06 03:15:00,2018-09-06 05:00:00,Rain,Moderate
2018-09-06 07:00:00,2018-09-06 16:00:00,Rain,Light
2018-09-06 16:00:00,2018-09-06 16:45:00,Rain,Moderate
2018-09-06 16:45:00,2018-09-06 22:00:00,Rain,Light
2018-09-07 11:00:00,2018-09-07 14:00:00,Rain,Light
2018-09-07 14:30:00,2018-09-07 15:45:00,Rain,Light
2018-09-07 18:00:00,2018-09-07 22:00:00,Rain,Light
2018-09-20 00:00:00,2018-09-20 01:00:00,Rain,Light
2018-09-24 19:30:00,2018-09-24 22:00:00,Rain,Light
2018-09-25 11:15:00,2018-09-25 11:30:00,Rain,Light
2018-09-25 11:30:00,2018-09-25 11:45:00,Rain,Moderate
2018-09-25 11:45:00,2018-09-25 12:15:00,Rain,Heavy
2018-09-25 12:15:00,2018-09-25 12:45:00,Rain,Light
2018-09-25 12:45:00,2018-09-25 13:00:00,Rain,Moderate
2018-09-25 23:45:00,2018-09-26 00:45:00,Rain,Light
2018-09-26 00:45:00,2018-09-26 02:00:00,Rain,Moderate
2018-09-28 22:00:00,2018-09-29 00:00:00,Rain,Light
2018-09-30 09:00:00,2018-09-30 10:00:00,Rain,Light
2018-09-30 11:00:00,2018-09-30 12:00:00,Rain,Light
2018-10-01 07:00:00,2018-10-01 08:00:00,Rain,Light
2018-10-02 05:00:00,2018-10-02 05:15:00,Rain,Light
2018-10-02 05:15:00,2018-10-02 05:30:00,Rain,Moderate
2018-10-02 05:30:00,2018-10-02 06:15:00,Rain,Heavy
2018-10-02 06:15:00,2018-10-02 06:30:00,Rain,Light
2018-10-02 06:30:00,2018-10-02 07:00:00,Rain,Moderate
2018-10-02 07:00:00,2018-10-02 07:30:00,Rain,Heavy
2018-10-02 07:30:00,2018-10-02 09:00:00,Rain,Moderate
2018-10-04 08:00:00,2018-10-04 09:00:00,Rain,Light
2018-10-05 12:00:00,2018-10-05 12:15:00,Rain,Light
2018-10-05 12:15:00,2018-10-05 13:15:00,Rain,Moderate
2018-10-05 13:15:00,2018-10-05 16:00:00,Rain,Light
2018-10-05 20:00:00,2018-10-05 21:00:00,Rain,Light
2018-10-06 03:15:00,2018-10-06 04:00:00,Rain,Light
2018-10-06 04:00:00,2018-10-06 04:30:00,Rain,Heavy
2018-10-06 04:30:00,2018-10-06 05:30:00,Rain,Light
2018-10-06 05:30:00,2018-10-06 07:00:00,Rain,Moderate
2018-10-06 09:30:00,2018-10-06 10:00:00,Rain,Light
2018-10-06 11:45:00,2018-10-06 14:00:00,Rain,Light
2018-10-06 20:00:00,2018-10-06 21:00:00,Rain,Light
2018-10-07 09:00:00,2018-10-07 13:00:00,Rain,Light
2018-10-07 14:00:00,2018-10-07 15:00:00,Rain,Light
2018-10-07 16:00:00,2018-10-07 17:00:00,Rain,Light
2018-10-08 01:30:00,2018-10-08 03:00:00,Rain,Light
2018-10-08 08:00:00,2018-10-08 09:00:00,Rain,Moderate
2018-10-10 16:00:00,2018-10-10 17:00:00,Rain,Light
2018-10-10 18:30:00,2018-10-10 19:30:00,Rain,Light
2018-10-10 19:30:00,2018-10-10 19:45:00,Rain,Moderate
2018-10-10 20:15:00,2018-10-10 21:00:00,Rain,Moderate
2018-10-12 19:00:00,2018-10-12 20:45:00,Rain,Light
2018-10-12 21:45:00,2018-10-12 22:45:00,Rain,Light
2018-10-13 01:00:00,2018-10-13 02:00:00,Rain,Light
2018-10-15 04:00:00,2018-10-15 12:00:00,Rain,Light
2018-10-19 18:00:00,2018-10-19 21:30:00,Rain,Light
2018-10-19 23:00:00,2018-10-20 00:00:00,Rain,Light
2018-10-20 20:00:00,2018-10-20 20:15:00,Storm,Severe
2018-10-20 20:15:00,2018-10-20 21:00:00,Rain,Light
2018-10-27 23:00:00,2018-10-28 02:00:00,Rain,Light
2018-10-28 11:00:00,2018-10-28 13:00:00,Rain,Light
2018-10-28 21:00:00,2018-10-29 00:00:00,Rain,Light
2018-10-29 02:00:00,2018-10-29 03:00:00,Rain,Light
2018-10-31 01:15:00,2018-10-31 01:30:00,Rain,Light
2018-10-31 01:30:00,2018-10-31 01:45:00,Rain,Moderate
2018-10-31 05:30:00,2018-10-31 05:45:00,Rain,Light
2018-10-31 05:45:00,2018-10-31 06:00:00,Rain,Moderate
2018-10-31 06:00:00,2018-10-31 07:00:00,Rain,Light
2018-10-31 07:00:00,2018-10-31 08:30:00,Rain,Moderate
2018-10-31 08:30:00,2018-10-31 10:30:00,Rain,Light
2018-11-04 02:00:00,2018-11-04 06:00:00,Rain,Light
2018-11-04 08:00:00,2018-11-04 09:00:00,Rain,Light
2018-11-04 16:00:00,2018-11-04 19:00:00,Rain,Light
2018-11-04 21:00:00,2018-11-05 03:15:00,Rain,Light
2018-11-05 08:00:00,2018-11-05 09:00:00,Rain,Light
2018-11-05 22:00:00,2018-11-05 22:45:00,Rain,Light
2018-11-06 01:00:00,2018-11-06 05:00:00,Rain,Light
2018-11-06 05:00:00,2018-11-06 05:15:00,Rain,Moderate
2018-11-06 05:15:00,2018-11-06 07:00:00,Rain,Light
2018-11-06 11:30:00,2018-11-06 12:00:00,Rain,Light
2018-11-06 14:00:00,2018-11-06 15:00:00,Rain,Light
2018-11-07 01:00:00,2018-11-07 01:15:00,Rain,Light
2018-11-09 08:00:00,2018-11-09 09:15:00,Rain,Light
2018-11-09 09:15:00,2018-11-09 18:00:00,Snow,Light
2018-11-10 03:00:00,2018-11-10 04:00:00,Snow,Light
2018-11-10 07:00:00,2018-11-10 10:00:00,Snow,Light
2018-11-13 00:00:00,2018-11-13 04:00:00,Snow,Light
2018-11-15 13:30:00,2018-11-15 14:45:00,Snow,Light
2018-11-15 15:45:00,2018-11-15 17:00:00,Snow,Moderate
2018-11-15 17:00:00,2018-11-15 17:15:00,Snow,Light
2018-11-16 00:00:00,2018-11-16 00:45:00,Snow,Light
2018-11-17 06:00:00,2018-11-17 07:00:00,Snow,Light
2018-11-17 08:00:00,2018-11-17 11:00:00,Snow,Light
2018-11-17 11:30:00,2018-11-17 13:00:00,Snow,Light
2018-11-17 14:00:00,2018-11-17 14:15:00,Snow,Moderate
2018-11-17 14:15:00,2018-11-17 20:00:00,Snow,Light
2018-11-17 20:00:00,2018-11-17 23:00:00,Rain,Light
2018-11-18 07:00:00,2018-11-18 12:15:00,Snow,Light
2018-11-20 00:00:00,2018-11-20 05:00:00,Snow,Light
2018-11-20 07:00:00,2018-11-20 14:00:00,Snow,Light
2018-11-24 00:00:00,2018-11-24 04:00:00,Rain,Light
2018-11-24 05:00:00,2018-11-24 06:00:00,Rain,Light
2018-11-24 06:45:00,2018-11-24 11:00:00,Rain,Light
2018-11-24 12:00:00,2018-11-24 14:00:00,Rain,Light
2018-11-25 14:00:00,2018-11-25 17:45:00,Rain,Light
2018-11-25 21:00:00,2018-11-25 22:00:00,Rain,Light
2018-11-26 00:30:00,2018-11-26 02:00:00,Rain,Light
2018-11-26 02:00:00,2018-11-26 02:15:00,Rain,Moderate
2018-11-26 02:15:00,2018-11-26 02:30:00,Rain,Light
2018-11-26 02:30:00,2018-11-26 03:15:00,Snow,Heavy
2018-11-26 03:15:00,2018-11-26 04:00:00,Snow,Moderate
2018-11-26 04:00:00,2018-11-26 05:00:00,Snow,Heavy
2018-11-26 05:00:00,2018-11-26 06:00:00,Snow,Light
2018-11-26 06:00:00,2018-11-26 09:00:00,Snow,Moderate
2018-11-26 09:00:00,2018-11-26 13:30:00,Snow,Light
2018-11-26 14:30:00,2018-11-26 15:00:00,Snow,Light
2018-11-26 20:00:00,2018-11-26 21:00:00,Snow,Light
2018-11-26 22:00:00,2018-11-27 00:00:00,Snow,Light
2018-11-27 02:00:00,2018-11-27 18:00:00,Snow,Light
2018-11-27 22:00:00,2018-11-27 23:00:00,Snow,Light
2018-11-28 01:00:00,2018-11-28 10:00:00,Snow,Light
2018-11-28 16:00:00,2018-11-28 18:00:00,Snow,Light
2018-11-29 02:00:00,2018-11-29 07:00:00,Snow,Light
2018-11-30 06:00:00,2018-11-30 07:00:00,Rain,Light
2018-12-01 14:00:00,2018-12-01 14:30:00,Rain,Light
2018-12-01 14:30:00,2018-12-01 17:00:00,Rain,Moderate
2018-12-01 20:00:00,2018-12-01 22:30:00,Rain,Light
2018-12-01 23:30:00,2018-12-02 00:00:00,Rain,Light
2018-12-02 01:00:00,2018-12-02 01:30:00,Rain,Light
2018-12-02 03:15:00,2018-12-02 04:00:00,Rain,Light
2018-12-02 06:30:00,2018-12-02 07:00:00,Rain,Light
2018-12-02 11:00:00,2018-12-02 14:15:00,Rain,Light
2018-12-02 20:00:00,2018-12-02 22:00:00,Rain,Light
2018-12-02 23:00:00,2018-12-03 04:00:00,Rain,Light
2018-12-03 05:00:00,2018-12-03 07:00:00,Rain,Light
2018-12-03 12:00:00,2018-12-03 18:00:00,Snow,Light
2018-12-03 20:00:00,2018-12-03 21:00:00,Snow,Light
2018-12-04 03:00:00,2018-12-04 04:00:00,Snow,Light
2018-12-04 05:00:00,2018-12-04 05:30:00,Snow,Light
2018-12-04 06:00:00,2018-12-04 08:00:00,Snow,Light
2018-12-04 11:00:00,2018-12-04 12:00:00,Snow,Light
2018-12-04 12:45:00,2018-12-04 14:00:00,Snow,Light
2018-12-04 15:00:00,2018-12-05 03:00:00,Snow,Light
2018-12-05 04:00:00,2018-12-05 07:00:00,Snow,Light
2018-12-05 07:00:00,2018-12-05 07:45:00,Rain,Light
2018-12-05 07:45:00,2018-12-05 17:00:00,Snow,Light
2018-12-05 18:00:00,2018-12-05 20:00:00,Snow,Light
2018-12-12 13:45:00,2018-12-12 15:00:00,Rain,Light
2018-12-13 22:15:00,2018-12-14 12:00:00,Rain,Light
2018-12-20 12:00:00,2018-12-20 14:00:00,Rain,Light
2018-12-20 22:45:00,2018-12-20 23:45:00,Rain,Light
2018-12-21 00:00:00,2018-12-21 11:45:00,Rain,Light
2018-12-21 11:45:00,2018-12-21 15:00:00,Snow,Light
2018-12-23 01:00:00,2018-12-23 02:00:00,Rain,Light
2018-12-25 11:45:00,2018-12-25 14:00:00,Rain,Light
2018-12-27 09:00:00,2018-12-27 11:00:00,Rain,Light
2018-12-27 14:00:00,2018-12-27 17:00:00,Rain,Light
2018-12-27 17:00:00,2018-12-27 17:15:00,Rain,Moderate
2018-12-27 17:15:00,2018-12-27 17:30:00,Rain,Light
2018-12-27 17:30:00,2018-12-27 19:00:00,Rain,Moderate
2018-12-27 19:00:00,2018-12-27 20:00:00,Rain,Light
2018-12-27 23:00:00,2018-12-28 00:00:00,Rain,Light
2018-12-28 00:45:00,2018-12-28 03:00:00,Rain,Light
2018-12-28 09:00:00,2018-12-28 09:15:00,Rain,Light
2018-12-28 15:00:00,2018-12-28 18:00:00,Rain,Light
2018-12-28 20:00:00,2018-12-28 21:00:00,Snow,Light
2018-12-28 22:00:00,2018-12-29 02:15:00,Snow,Light
2018-12-29 02:15:00,2018-12-29 03:00:00,Rain,Light
2018-12-29 03:00:00,2018-12-29 11:00:00,Snow,Light
2018-12-29 12:00:00,2018-12-29 12:45:00,Snow,Light
2018-12-29 12:45:00,2018-12-29 14:00:00,Rain,Light
2018-12-29 14:00:00,2018-12-29 15:00:00,Snow,Light
2018-12-29 20:00:00,2018-12-29 21:00:00,Snow,Light
2018-12-30 00:00:00,2018-12-30 03:00:00,Snow,Light
2018-12-31 12:00:00,2018-12-31 18:00:00,Rain,Light
2018-12-31 18:00:00,2018-12-31 18:45:00,Rain,Moderate
2018-12-31 18:45:00,2018-12-31 21:00:00,Rain,Light
2018-12-31 21:30:00,2019-01-01 05:00:00,Rain,Light
2019-01-01 10:00:00,2019-01-01 13:00:00,Snow,Light
2019-01-01 16:00:00,2019-01-02 09:30:00,Snow,Light
2019-01-02 12:00:00,2019-01-03 03:00:00,Snow,Light
2019-01-07 14:00:00,2019-01-07 18:00:00,Rain,Light
2019-01-07 18:00:00,2019-01-07 19:00:00,Rain,Moderate
2019-01-07 19:00:00,2019-01-07 20:00:00,Rain,Light
2019-01-07 20:30:00,2019-01-07 22:00:00,Rain,Light
2019-01-08 17:00:00,2019-01-08 18:00:00,Rain,Light
2019-01-09 05:00:00,2019-01-09 08:00:00,Snow,Light
2019-01-09 11:45:00,2019-01-09 19:00:00,Snow,Light
2019-01-10 19:00:00,2019-01-10 20:00:00,Snow,Light
2019-01-12 14:00:00,2019-01-12 19:45:00,Snow,Light
2019-01-12 22:00:00,2019-01-13 12:00:00,Snow,Light
2019-01-14 16:00:00,2019-01-14 17:00:00,Snow,Light
2019-01-15 05:15:00,2019-01-15 06:00:00,Snow,Light
2019-01-15 06:00:00,2019-01-15 07:15:00,Rain,Light
2019-01-15 08:00:00,2019-01-15 09:30:00,Rain,Light
2019-01-16 00:00:00,2019-01-16 09:00:00,Rain,Light
2019-01-18 02:00:00,2019-01-18 02:00:00,Snow,Light
2019-01-19 02:00:00,2019-01-19 19:00:00,Snow,Light
2019-01-19 23:00:00,2019-01-20 11:00:00,Snow,Light
2019-01-21 02:00:00,2019-01-21 02:45:00,Snow,Light
2019-01-21 06:00:00,2019-01-21 11:00:00,Snow,Light
2019-01-21 14:00:00,2019-01-21 17:00:00,Snow,Light
2019-01-22 15:15:00,2019-01-22 17:15:00,Rain,Light
2019-01-22 19:00:00,2019-01-22 22:30:00,Rain,Light
2019-01-22 22:30:00,2019-01-23 02:45:00,Snow,Light
2019-01-23 02:45:00,2019-01-23 15:00:00,Rain,Light
2019-01-23 15:00:00,2019-01-23 21:00:00,Snow,Light
2019-01-24 18:00:00,2019-01-24 19:00:00,Snow,Light
2019-01-24 20:00:00,2019-01-25 01:45:00,Snow,Light
2019-01-25 20:45:00,2019-01-26 04:00:00,Snow,Light
2019-01-26 22:00:00,2019-01-27 07:00:00,Snow,Light
2019-01-28 05:00:00,2019-01-28 10:00:00,Snow,Light
2019-01-28 10:00:00,2019-01-28 11:15:00,Snow,Moderate
2019-01-28 12:15:00,2019-01-28 13:00:00,Snow,Light
2019-01-28 13:00:00,2019-01-28 13:15:00,Snow,Moderate
2019-01-28 13:15:00,2019-01-28 13:30:00,Snow,Light
2019-01-28 14:15:00,2019-01-28 15:00:00,Snow,Light
2019-01-28 15:00:00,2019-01-28 16:00:00,Snow,Moderate
2019-01-28 16:00:00,2019-01-28 17:00:00,Rain,Light
2019-01-28 21:30:00,2019-01-28 22:45:00,Rain,Light
2019-01-28 22:45:00,2019-01-29 04:00:00,Snow,Light
2019-01-29 09:30:00,2019-01-29 13:00:00,Snow,Light
2019-01-29 16:30:00,2019-01-29 18:30:00,Snow,Light
2019-01-29 19:30:00,2019-01-30 00:00:00,Snow,Light
2019-01-31 23:00:00,2019-02-01 14:00:00,Snow,Light
2019-02-03 04:00:00,2019-02-03 08:00:00,Rain,Light
2019-02-04 15:00:00,2019-02-04 16:00:00,Rain,Light
2019-02-04 19:00:00,2019-02-04 21:00:00,Rain,Light
2019-02-05 23:30:00,2019-02-06 00:15:00,Rain,Light
2019-02-06 01:15:00,2019-02-06 01:30:00,Rain,Light
2019-02-06 01:30:00,2019-02-06 03:30:00,Rain,Light
2019-02-06 03:30:00,2019-02-06 04:15:00,Rain,Moderate
2019-02-06 04:30:00,2019-02-06 06:00:00,Rain,Light
2019-02-07 01:30:00,2019-02-07 02:30:00,Rain,Light
2019-02-07 04:00:00,2019-02-07 06:00:00,Rain,Light
2019-02-07 07:00:00,2019-02-07 08:00:00,Rain,Light
2019-02-07 10:00:00,2019-02-07 11:00:00,Rain,Light
2019-02-07 11:00:00,2019-02-07 11:15:00,Rain,Moderate
2019-02-07 11:15:00,2019-02-07 14:30:00,Rain,Light
2019-02-07 18:30:00,2019-02-07 20:15:00,Rain,Light
2019-02-07 21:00:00,2019-02-07 23:00:00,Rain,Light
2019-02-08 02:00:00,2019-02-08 13:00:00,Snow,Light
2019-02-09 15:00:00,2019-02-09 16:00:00,Snow,Light
2019-02-10 19:15:00,2019-02-11 06:00:00,Snow,Light
2019-02-11 23:00:00,2019-02-12 11:00:00,Rain,Light
2019-02-12 11:00:00,2019-02-12 11:30:00,Snow,Light
2019-02-12 11:30:00,2019-02-12 12:45:00,Rain,Light
2019-02-12 14:45:00,2019-02-12 16:45:00,Rain,Light
2019-02-12 18:30:00,2019-02-13 11:00:00,Snow,Light
2019-02-13 12:00:00,2019-02-13 13:00:00,Snow,Light
2019-02-13 16:00:00,2019-02-13 17:00:00,Snow,Light
2019-02-15 10:00:00,2019-02-15 11:00:00,Snow,Light
2019-02-17 12:00:00,2019-02-17 19:00:00,Snow,Light
2019-02-17 21:00:00,2019-02-17 21:45:00,Snow,Light
2019-02-17 21:45:00,2019-02-17 23:45:00,Rain,Light
2019-02-17 23:45:00,2019-02-18 05:00:00,Snow,Light
2019-02-18 05:00:00,2019-02-18 05:30:00,Snow,Moderate
2019-02-18 05:30:00,2019-02-18 16:00:00,Snow,Light
2019-02-18 21:00:00,2019-02-18 22:00:00,Snow,Light
2019-02-18 23:00:00,2019-02-19 00:00:00,Snow,Light
2019-02-20 10:15:00,2019-02-20 13:45:00,Snow,Light
2019-02-20 13:45:00,2019-02-20 15:45:00,Rain,Light
2019-02-20 16:00:00,2019-02-20 16:45:00,Rain,Light
2019-02-20 17:45:00,2019-02-20 22:00:00,Rain,Light
2019-02-23 14:45:00,2019-02-23 15:45:00,Rain,Light
2019-02-23 15:45:00,2019-02-24 00:00:00,Rain,Light
2019-02-24 00:00:00,2019-02-24 00:15:00,Rain,Moderate
2019-02-24 00:15:00,2019-02-24 01:15:00,Rain,Light
2019-02-24 01:45:00,2019-02-24 03:00:00,Rain,Light
2019-02-24 03:30:00,2019-02-24 07:00:00,Rain,Light
2019-02-24 09:00:00,2019-02-24 12:00:00,Rain,Light
2019-02-24 21:00:00,2019-02-24 22:00:00,Storm,Severe
2019-02-26 11:30:00,2019-02-26 21:00:00,Snow,Light
2019-02-26 23:00:00,2019-02-27 00:00:00,Snow,Light
2019-02-27 05:00:00,2019-02-27 07:00:00,Snow,Light
2019-02-27 08:00:00,2019-02-27 09:00:00,Snow,Light
2019-03-02 05:00:00,2019-03-02 10:00:00,Snow,Light
2019-03-02 11:00:00,2019-03-02 12:00:00,Snow,Light
2019-03-02 12:00:00,2019-03-02 13:00:00,Rain,Light
2019-03-02 13:00:00,2019-03-02 15:00:00,Snow,Light
2019-03-05 06:00:00,2019-03-05 06:15:00,Snow,Light
2019-03-05 09:00:00,2019-03-05 14:00:00,Snow,Light
2019-03-08 09:00:00,2019-03-08 17:00:00,Snow,Light
2019-03-09 19:30:00,2019-03-09 20:30:00,Rain,Light
2019-03-09 20:30:00,2019-03-09 21:15:00,Rain,Moderate
2019-03-09 21:15:00,2019-03-10 06:00:00,Rain,Light
2019-03-13 09:00:00,2019-03-13 14:00:00,Rain,Light
2019-03-13 18:00:00,2019-03-13 19:00:00,Rain,Light
2019-03-14 04:00:00,2019-03-14 06:00:00,Rain,Light
2019-03-14 06:00:00,2019-03-14 07:00:00,Rain,Moderate
2019-03-14 16:00:00,2019-03-14 17:15:00,Rain,Light
2019-03-14 17:15:00,2019-03-14 19:00:00,Rain,Moderate
2019-03-14 19:45:00,2019-03-14 20:30:00,Rain,Light
2019-03-15 01:30:00,2019-03-15 02:00:00,Rain,Light
2019-03-15 03:00:00,2019-03-15 05:00:00,Rain,Light
2019-03-15 07:15:00,2019-03-15 08:00:00,Rain,Light
2019-03-15 08:15:00,2019-03-15 17:30:00,Rain,Light
2019-03-20 11:00:00,2019-03-20 18:00:00,Rain,Light
2019-03-20 19:00:00,2019-03-20 20:00:00,Rain,Light
2019-03-21 04:00:00,2019-03-21 05:00:00,Rain,Light
2019-03-21 06:00:00,2019-03-21 13:00:00,Rain,Light
2019-03-21 13:45:00,2019-03-21 14:30:00,Rain,Light
2019-03-24 17:45:00,2019-03-24 18:30:00,Rain,Light
2019-03-24 21:00:00,2019-03-25 01:00:00,Rain,Light
2019-03-25 02:30:00,2019-03-25 05:00:00,Rain,Light
2019-03-25 06:00:00,2019-03-25 07:00:00,Rain,Light
2019-03-28 05:00:00,2019-03-28 07:00:00,Rain,Light
2019-03-29 04:00:00,2019-03-29 06:00:00,Rain,Light
2019-03-29 07:00:00,2019-03-29 08:00:00,Rain,Light
2019-03-30 02:00:00,2019-03-30 04:00:00,Rain,Light
2019-03-30 04:00:00,2019-03-30 05:00:00,Rain,Moderate
2019-03-30 05:00:00,2019-03-30 13:00:00,Rain,Light
2019-03-30 23:00:00,2019-03-31 02:00:00,Snow,Light
2019-03-31 07:00:00,2019-03-31 09:00:00,Snow,Light
2019-04-04 03:00:00,2019-04-04 05:00:00,Rain,Light
2019-04-04 06:00:00,2019-04-04 14:00:00,Rain,Light
2019-04-04 15:00:00,2019-04-05 01:00:00,Rain,Light
2019-04-05 02:00:00,2019-04-05 06:00:00,Rain,Light
2019-04-05 07:00:00,2019-04-05 08:00:00,Rain,Light
